,SENTIMENT
0,0
1,1
2,1
3,0
4,0
5,0
6,-1
7,0
8,0
9,0
10,0
11,1
12,-1
13,0
14,-1
15,0
16,0
17,1
18,1
19,0
20,-1
21,1
22,1
23,0
24,0
25,0
26,0
27,1
28,0
29,0
30,-1
