,SENTIMENT
0,-1
1,0
2,0
3,1
4,0
5,1
6,1
7,0
8,0
9,1
10,-1
11,-1
12,0
13,0
14,0
15,0
16,1
17,1
18,-1
19,1
20,0
21,1
22,1
23,-1
24,-1
25,1
26,0
27,1
28,-1
29,1
30,0
