,SENTIMENT
0,1
1,0
2,1
3,0
4,-1
5,1
6,0
7,0
8,1
9,1
10,0
11,0
12,1
13,0
14,1
15,-1
16,1
17,1
18,1
19,0
20,0
21,-1
22,-1
23,0
24,1
25,1
26,1
27,0
28,0
29,-1
