,SENTIMENT
0,0
1,1
2,0
3,-1
4,1
5,-1
6,0
7,0
8,0
9,-1
10,-1
11,0
12,0
13,-1
14,-1
15,0
16,-1
17,0
18,0
19,0
20,0
21,0
22,0
23,-1
24,1
