,SENTIMENT
0,-1
1,0
2,1
3,1
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,-1
12,0
13,-1
14,0
15,-1
16,0
17,1
18,0
19,1
20,1
21,1
22,1
23,0
24,1
25,1
