,SENTIMENT
0,1
1,0
2,1
3,1
4,1
5,0
6,-1
7,-1
8,0
9,0
10,-1
11,1
12,0
13,1
14,1
15,0
16,1
17,0
18,0
19,0
20,0
21,0
22,0
23,1
24,-1
25,0
26,1
27,0
28,0
29,1
30,1
31,0
32,1
33,0
34,-1
35,0
36,1
37,-1
38,0
39,1
40,0
41,1
42,1
43,0
44,0
45,0
