,SENTIMENT
0,0
1,-1
2,0
3,-1
4,1
5,1
6,1
7,1
8,0
9,-1
10,0
11,1
12,0
13,-1
14,0
15,0
16,0
17,0
18,1
19,1
20,0
21,1
22,0
23,-1
24,1
25,0
26,0
27,1
28,0
