,SENTIMENT
0,1
1,0
2,-1
3,1
4,1
5,1
6,0
7,0
8,1
9,0
10,0
11,-1
12,0
13,0
14,1
15,1
16,0
17,0
18,0
19,1
20,1
21,0
22,-1
23,1
24,-1
25,1
26,-1
27,1
28,0
29,1
30,1
31,0
32,0
33,0
34,-1
35,0
36,-1
37,1
38,0
39,-1
40,1
41,1
42,1
43,1
44,1
45,-1
46,0
47,1
48,1
49,0
50,-1
51,0
52,-1
53,0
54,1
55,0
56,0
57,0
58,1
59,-1
60,-1
61,1
62,1
63,1
64,-1
65,0
66,-1
67,1
68,0
69,1
70,0
71,-1
72,1
73,1
