,SENTIMENT
0,1
1,0
2,0
3,1
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,-1
12,1
13,1
14,0
15,0
16,1
17,1
18,0
19,1
20,0
21,-1
22,0
23,0
24,1
25,0
26,-1
27,0
28,1
29,0
30,0
31,-1
