,SENTIMENT
0,0
1,-1
2,0
3,1
4,1
5,0
6,0
7,0
8,1
9,0
10,0
11,1
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,0
23,0
24,0
25,0
26,1
27,1
28,1
29,1
30,0
31,1
32,1
