,SENTIMENT
0,0
1,-1
2,1
3,0
4,0
5,1
6,0
7,0
8,0
9,-1
10,0
11,-1
12,-1
13,-1
14,-1
15,1
16,0
17,1
18,1
19,0
20,1
21,0
22,1
23,-1
24,1
25,-1
26,0
27,1
28,-1
29,1
30,1
31,0
32,-1
33,0
34,0
35,0
36,0
37,0
38,-1
39,-1
40,0
41,0
42,0
43,0
44,1
45,-1
46,0
47,0
48,0
49,0
50,0
51,-1
52,0
53,1
54,0
55,1
56,0
57,-1
58,0
59,0
60,-1
61,1
62,-1
63,-1
64,0
65,0
66,0
67,0
