,SENTIMENT
0,0
1,1
2,0
3,1
4,0
5,1
6,0
7,0
8,1
9,1
10,1
11,-1
12,0
13,-1
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,0
22,1
