,SENTIMENT
0,0
1,0
2,0
3,1
4,0
5,-1
6,0
7,0
8,0
9,0
10,0
11,0
12,-1
13,0
14,1
15,-1
16,0
17,0
18,1
19,0
20,0
21,0
22,1
23,-1
24,1
25,0
26,0
27,0
