,SENTIMENT
0,1
1,1
2,0
3,-1
4,-1
5,0
6,0
7,1
8,-1
9,0
10,1
11,0
12,-1
13,0
14,1
15,-1
16,0
17,1
18,-1
19,-1
20,0
21,1
22,0
23,1
