,SENTIMENT
0,0
1,1
2,0
3,0
4,0
5,0
6,1
7,-1
8,0
9,0
10,0
11,1
12,0
13,-1
14,0
15,0
16,0
17,-1
18,1
19,0
20,-1
21,0
22,1
23,1
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,0
32,1
33,-1
34,0
35,-1
36,-1
37,1
38,0
39,0
40,0
41,1
42,-1
43,0
44,0
45,0
46,1
47,0
48,0
49,1
50,0
51,0
52,0
53,0
54,-1
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,1
63,0
64,0
