,SENTIMENT
0,0
1,0
2,0
3,1
4,1
5,0
6,1
7,0
8,-1
9,1
10,0
11,1
12,1
13,1
14,-1
15,-1
16,0
17,-1
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,1
31,0
32,-1
33,0
34,0
