,SENTIMENT
0,1
1,1
2,0
3,0
4,0
5,0
6,0
7,-1
8,0
9,0
10,0
11,1
12,-1
13,0
14,0
15,0
16,1
17,0
18,-1
19,0
20,1
21,1
22,0
23,-1
24,-1
25,1
26,1
27,-1
28,1
29,1
30,1
31,1
32,0
33,1
34,1
35,-1
36,0
37,1
38,-1
39,1
40,0
41,1
42,0
43,1
44,1
45,0
46,0
47,-1
48,0
49,0
50,0
51,0
52,-1
53,0
54,0
55,0
56,0
57,-1
58,0
59,1
60,1
61,0
62,1
63,1
64,-1
65,0
66,-1
67,1
68,0
69,0
70,0
71,-1
72,1
73,-1
74,1
75,1
76,1
77,1
78,-1
79,1
80,1
81,0
82,0
