,SENTIMENT
0,0
1,0
2,0
3,-1
4,0
5,1
6,0
7,-1
8,0
9,1
10,1
11,0
12,1
13,0
14,1
15,0
16,0
17,1
18,0
19,1
20,0
21,1
22,0
23,0
24,1
25,0
26,0
27,1
28,-1
29,0
30,0
31,0
32,1
33,1
