,SENTIMENT
0,-1
1,0
2,0
3,1
4,0
5,0
6,1
7,0
8,1
9,1
10,0
11,0
12,1
13,1
14,0
15,-1
16,1
17,0
18,0
19,-1
20,0
21,0
22,0
23,0
24,0
25,0
26,1
27,0
28,1
29,0
30,0
31,1
32,0
33,0
