,SENTIMENT
0,0
1,0
2,0
3,1
4,0
5,0
6,0
7,-1
8,0
9,-1
10,0
11,0
12,0
13,-1
14,1
15,0
16,-1
17,0
18,1
19,-1
20,0
21,0
22,-1
23,-1
24,1
25,0
26,0
27,1
28,0
29,1
30,1
31,1
32,1
33,1
34,1
