,SENTIMENT
0,0
1,-1
2,0
3,0
4,-1
5,0
6,0
7,0
8,0
9,-1
10,0
11,1
12,0
13,0
14,0
15,-1
16,0
17,-1
18,-1
19,1
20,1
21,0
22,-1
23,1
24,0
25,-1
26,1
27,-1
28,-1
29,1
30,0
