,SENTIMENT
0,1
1,1
2,0
3,0
4,0
5,0
6,0
7,-1
8,-1
9,0
10,0
11,1
12,1
13,0
14,1
15,0
16,-1
17,0
18,1
19,0
20,0
21,0
22,0
23,0
24,0
25,1
26,-1
27,0
28,0
29,-1
30,0
31,1
32,-1
33,1
34,1
35,0
36,1
37,1
38,1
39,0
40,-1
41,-1
42,1
