,SENTIMENT
0,0
1,0
2,1
3,1
4,0
5,-1
6,0
7,0
8,-1
9,0
10,0
11,0
12,1
13,1
14,-1
15,0
16,0
17,1
18,0
19,0
20,1
21,1
22,0
23,1
24,1
