,SENTIMENT
0,-1
1,0
2,0
3,1
4,-1
5,-1
6,0
7,1
8,0
9,0
10,-1
11,0
12,0
13,0
14,0
15,1
16,-1
17,0
18,0
19,0
20,1
21,0
22,1
23,1
24,1
25,-1
26,0
27,0
