,SENTIMENT
0,0
1,1
2,0
3,0
4,-1
5,1
6,0
7,1
8,-1
9,0
10,1
11,1
12,0
13,-1
14,-1
15,0
16,-1
17,0
18,0
19,0
20,0
21,1
22,1
23,0
24,0
