,SENTIMENT
0,0
1,0
2,1
3,0
4,1
5,1
6,1
7,0
8,-1
9,0
10,0
11,0
12,1
13,0
14,-1
15,-1
16,0
17,0
18,1
19,1
20,0
21,1
22,0
23,0
24,0
25,1
