,SENTIMENT
0,-1
1,0
2,1
3,1
4,-1
5,-1
6,0
7,-1
8,1
9,0
10,0
11,0
12,1
13,0
14,-1
15,0
16,-1
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,1
26,0
27,1
