,SENTIMENT
0,0
1,0
2,1
3,1
4,1
5,-1
6,0
7,1
8,1
9,1
10,0
11,-1
12,1
13,1
14,1
15,1
16,0
17,0
18,0
19,1
20,0
21,-1
22,0
23,0
24,0
25,1
26,1
27,0
28,-1
29,-1
30,0
31,1
32,-1
33,0
34,0
