,SENTIMENT
0,0
1,-1
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,-1
11,0
12,1
13,0
14,0
15,1
16,-1
17,1
18,0
19,0
20,0
21,1
22,-1
23,1
24,0
25,1
26,0
27,-1
28,1
29,0
30,0
31,1
32,0
33,0
34,-1
35,-1
36,-1
37,1
38,0
