,SENTIMENT
0,0
1,-1
2,0
3,-1
4,1
5,1
6,0
7,-1
8,0
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,1
17,-1
18,1
19,1
20,0
21,0
