,SENTIMENT
0,0
1,-1
2,-1
3,0
4,0
5,-1
6,0
7,0
8,0
9,0
10,0
11,0
12,-1
13,0
14,0
15,0
16,1
17,1
18,-1
19,0
20,0
21,1
22,0
23,1
24,0
25,-1
26,1
27,1
28,1
29,0
30,-1
31,1
32,0
