,SENTIMENT
0,1
1,1
2,0
3,-1
4,1
5,1
6,0
7,1
8,0
9,-1
10,0
11,1
12,0
13,-1
14,0
15,0
16,0
17,-1
18,0
19,-1
20,0
21,0
22,1
