,SENTIMENT
0,0
1,0
2,1
3,0
4,0
5,-1
6,0
7,1
8,1
9,1
10,-1
11,0
12,0
13,-1
14,0
15,1
16,0
17,-1
18,-1
19,-1
20,0
21,0
22,0
23,0
24,1
25,0
