,SENTIMENT
0,1
1,-1
2,1
3,1
4,0
5,0
6,0
7,0
8,-1
9,0
10,0
11,-1
12,-1
13,0
14,0
15,0
16,0
17,0
18,0
19,-1
20,1
21,-1
22,0
23,0
24,0
25,0
26,-1
27,0
28,1
29,-1
30,-1
31,1
32,-1
33,1
34,-1
35,0
36,0
37,-1
38,0
39,1
40,0
41,0
42,1
43,0
44,0
45,1
46,0
47,0
48,0
49,1
50,0
51,0
52,-1
53,0
54,0
55,0
56,0
57,0
58,0
59,-1
60,0
61,1
62,1
63,0
64,0
65,0
66,1
67,0
68,0
69,0
70,0
71,1
72,0
73,0
74,1
75,0
76,0
77,0
78,1
79,0
80,1
81,1
82,1
83,1
84,0
85,1
86,-1
