,SENTIMENT
0,1
1,1
2,0
3,0
4,0
5,1
6,0
7,-1
8,0
9,0
10,1
11,1
12,1
13,1
14,1
15,-1
16,0
17,-1
18,-1
19,1
20,1
21,1
22,0
23,1
24,-1
25,1
