,SENTIMENT
0,0
1,0
2,0
3,1
4,0
5,1
6,0
7,0
8,-1
9,0
10,0
11,0
12,1
13,1
14,0
15,1
16,1
17,0
18,1
19,1
20,-1
21,1
22,0
23,0
