,SENTIMENT
0,1
1,-1
2,0
3,-1
4,1
5,-1
6,0
7,0
8,1
9,-1
10,0
11,-1
12,0
13,0
14,0
15,1
16,1
17,0
18,0
19,0
20,0
21,0
22,1
23,1
24,0
25,0
26,0
