,SENTIMENT
0,1
1,1
2,0
3,0
4,0
5,1
6,1
7,1
8,0
9,1
10,0
11,1
12,1
13,1
14,0
15,1
16,1
17,0
18,1
19,1
20,1
21,0
22,1
23,1
24,-1
25,0
26,1
27,0
