,SENTIMENT
0,0
1,0
2,1
3,1
4,0
5,0
6,0
7,-1
8,1
9,0
10,0
11,1
12,0
13,1
14,0
15,0
16,0
17,0
18,1
19,-1
20,1
21,0
22,0
23,1
24,0
25,-1
26,1
27,1
28,0
29,0
