,SENTIMENT
0,1
1,0
2,-1
3,1
4,1
5,0
6,1
7,1
8,1
9,0
10,-1
11,1
12,1
13,0
14,0
15,1
16,1
17,1
18,0
19,0
20,1
21,0
22,1
23,0
24,1
25,0
26,1
27,1
28,0
29,1
30,0
31,0
32,1
33,-1
34,1
35,0
36,1
37,1
38,1
39,-1
40,0
41,1
42,1
43,0
44,1
45,1
46,0
47,1
48,1
49,1
50,1
51,0
52,0
53,-1
54,1
55,0
56,1
57,1
58,0
59,0
60,0
61,-1
62,1
