,SENTIMENT
0,0
1,0
2,0
3,1
4,1
5,0
6,0
7,-1
8,-1
9,0
10,-1
11,-1
12,0
13,0
14,1
15,0
16,0
17,0
18,0
19,0
20,-1
21,1
22,1
23,1
24,1
25,0
26,0
27,0
28,-1
29,1
30,0
31,0
32,-1
