,SENTIMENT
0,0
1,1
2,0
3,-1
4,0
5,-1
6,1
7,0
8,0
9,-1
10,1
11,1
12,1
13,0
14,1
15,-1
16,0
17,-1
18,0
19,0
20,0
21,1
22,-1
23,0
24,1
25,0
