,SENTIMENT
0,1
1,-1
2,1
3,0
4,1
5,0
6,-1
7,0
8,-1
9,-1
10,0
11,0
12,0
13,-1
14,1
15,0
16,-1
17,1
18,0
19,0
20,1
21,0
22,-1
