,Open1,Open2,Open3,Open4,Open5,High1,High2,High3,High4,High5,Low1,Low2,Low3,Low4,Low5,Close1,Close2,Close3,Close4,Close5,Adj Close1,Adj Close2,Adj Close3,Adj Close4,Adj Close5,Volume1,Volume2,Volume3,Volume4,Volume5,Positive1,Positive2,Positive3,Positive4,Positive5,Neutral1,Neutral2,Neutral3,Neutral4,Neutral5,Negative1,Negative2,Negative3,Negative4,Negative5,High,Low,Close
0,79.382858,79.167145,79.637146,80.545715,81.157143,79.575714,80.182854,80.012856,80.629997,81.35714,78.860001,79.14286,78.902855,79.928574,80.482857,79.01857,80.145714,79.21714,80.012856,80.557144,73.52253,74.571281,73.707298,74.44767,74.954094,58671200,55771100,63407400,56471100,51002000,15,0,0,0,0,12,0,0,0,0,6,0,0,0,0,79.099998,77.204285,77.28286
1,78.980003,79.382858,79.167145,79.637146,80.545715,79.099998,79.575714,80.182854,80.012856,80.629997,77.204285,78.860001,79.14286,78.902855,79.928574,77.28286,79.01857,80.145714,79.21714,80.012856,71.907555,73.52253,74.571281,73.707298,74.44767,98116900,58671200,55771100,63407400,56471100,8,15,0,0,0,6,12,0,0,0,7,6,0,0,0,78.114288,76.228569,77.704285
2,76.778572,78.980003,79.382858,79.167145,79.637146,78.114288,79.099998,79.575714,80.182854,80.012856,76.228569,77.204285,78.860001,79.14286,78.902855,77.704285,77.28286,79.01857,80.145714,79.21714,72.299644,71.907555,73.52253,74.571281,73.707298,103152700,98116900,58671200,55771100,63407400,9,8,15,0,0,10,6,12,0,0,4,7,6,0,0,77.994286,76.845711,77.148575
3,77.760002,76.778572,78.980003,79.382858,79.167145,77.994286,78.114288,79.099998,79.575714,80.182854,76.845711,76.228569,77.204285,78.860001,79.14286,77.148575,77.704285,77.28286,79.01857,80.145714,71.782608,72.299644,71.907555,73.52253,74.571281,79302300,103152700,98116900,58671200,55771100,14,9,8,15,0,11,10,6,12,0,5,4,7,6,0,77.937141,76.955711,77.637146
4,76.972855,77.760002,76.778572,78.980003,79.382858,77.937141,77.994286,78.114288,79.099998,79.575714,76.955711,76.845711,76.228569,77.204285,78.860001,77.637146,77.148575,77.704285,77.28286,79.01857,72.23719,71.782608,72.299644,71.907555,73.52253,64632400,79302300,103152700,98116900,58671200,4,14,9,8,15,7,11,10,6,12,0,5,4,7,6,78.122856,76.478569,76.645714
5,78.114288,76.972855,77.760002,76.778572,78.980003,78.122856,77.937141,77.994286,78.114288,79.099998,76.478569,76.955711,76.845711,76.228569,77.204285,76.645714,77.637146,77.148575,77.704285,77.28286,71.314728,72.23719,71.782608,72.299644,71.907555,69787200,64632400,79302300,103152700,98116900,4,4,14,9,8,2,7,11,10,6,3,0,5,4,7,77.257141,75.872856,76.134285
6,77.118568,78.114288,76.972855,77.760002,76.778572,77.257141,78.122856,77.937141,77.994286,78.114288,75.872856,76.478569,76.955711,76.845711,76.228569,76.134285,76.645714,77.637146,77.148575,77.704285,70.838882,71.314728,72.23719,71.782608,72.299644,76244000,69787200,64632400,79302300,103152700,5,4,4,14,9,14,2,7,11,10,6,3,0,5,4,77.5,75.697144,76.53286
7,75.701431,77.118568,78.114288,76.972855,77.760002,77.5,77.257141,78.122856,77.937141,77.994286,75.697144,75.872856,76.478569,76.955711,76.845711,76.53286,76.134285,76.645714,77.637146,77.148575,71.209717,70.838882,71.314728,72.23719,71.782608,94623200,76244000,69787200,64632400,79302300,4,5,4,4,14,9,14,2,7,11,1,6,3,0,5,78.104286,76.808571,78.055717
8,76.888573,75.701431,77.118568,78.114288,76.972855,78.104286,77.5,77.257141,78.122856,77.937141,76.808571,75.697144,75.872856,76.478569,76.955711,78.055717,76.53286,76.134285,76.645714,77.637146,72.626656,71.209717,70.838882,71.314728,72.23719,83140400,94623200,76244000,69787200,64632400,7,4,5,4,4,11,9,14,2,7,6,1,6,3,0,80.028572,78.808571,79.622856
9,79.074287,76.888573,75.701431,77.118568,78.114288,80.028572,78.104286,77.5,77.257141,78.122856,78.808571,76.808571,75.697144,75.872856,76.478569,79.622856,78.055717,76.53286,76.134285,76.645714,74.084801,72.626656,71.209717,70.838882,71.314728,97909700,83140400,94623200,76244000,69787200,21,7,4,5,4,14,11,9,14,2,3,6,1,6,3,79.550003,78.811432,79.178574
10,79.271431,79.074287,76.888573,75.701431,77.118568,79.550003,80.028572,78.104286,77.5,77.257141,78.811432,78.808571,76.808571,75.697144,75.872856,79.178574,79.622856,78.055717,76.53286,76.134285,73.671394,74.084801,72.626656,71.209717,70.838882,57319500,97909700,83140400,94623200,76244000,6,21,7,4,5,13,14,11,9,14,6,3,6,1,6,78.867142,77.128571,77.238571
11,78.78286,79.271431,79.074287,76.888573,75.701431,78.867142,79.550003,80.028572,78.104286,77.5,77.128571,78.811432,78.808571,76.808571,75.697144,77.238571,79.178574,79.622856,78.055717,76.53286,71.866348,73.671394,74.084801,72.626656,71.209717,106684900,57319500,97909700,83140400,94623200,0,6,21,7,4,0,13,14,11,9,0,6,3,6,1,78.581429,77.202858,78.438568
12,77.284286,78.78286,79.271431,79.074287,76.888573,78.581429,78.867142,79.550003,80.028572,78.104286,77.202858,77.128571,78.811432,78.808571,76.808571,78.438568,77.238571,79.178574,79.622856,78.055717,72.982872,71.866348,73.671394,74.084801,72.626656,82131700,106684900,57319500,97909700,83140400,4,0,6,21,7,7,0,13,14,11,2,0,6,3,6,79.612854,78.258568,78.78714
13,78.701431,77.284286,78.78286,79.271431,79.074287,79.612854,78.581429,78.867142,79.550003,80.028572,78.258568,77.202858,77.128571,78.811432,78.808571,78.78714,78.438568,77.238571,79.178574,79.622856,73.307205,72.982872,71.866348,73.671394,74.084801,94996300,82131700,106684900,57319500,97909700,18,4,0,6,21,12,7,0,13,14,5,2,0,6,3,79.5,77.830002,79.454285
14,78.562859,78.701431,77.284286,78.78286,79.271431,79.5,79.612854,78.581429,78.867142,79.550003,77.830002,78.258568,77.202858,77.128571,78.811432,79.454285,78.78714,78.438568,77.238571,79.178574,73.927948,73.307205,72.982872,71.866348,73.671394,100809800,94996300,82131700,106684900,57319500,10,18,4,0,6,14,12,7,0,13,4,5,2,0,6,79.374283,77.821426,78.010002
15,79.14286,78.562859,78.701431,77.284286,78.78286,79.374283,79.5,79.612854,78.581429,78.867142,77.821426,77.830002,78.258568,77.202858,77.128571,78.010002,79.454285,78.78714,78.438568,77.238571,72.584122,73.927948,73.307205,72.982872,71.866348,107338700,100809800,94996300,82131700,106684900,13,10,18,4,0,24,14,12,7,0,4,4,5,2,0,79.257141,77.964287,78.64286
16,78.581429,79.14286,78.562859,78.701431,77.284286,79.257141,79.374283,79.5,79.612854,78.581429,77.964287,77.821426,77.830002,78.258568,77.202858,78.64286,78.010002,79.454285,78.78714,78.438568,73.172943,72.584122,73.927948,73.307205,72.982872,138719700,107338700,100809800,94996300,82131700,23,13,10,18,4,58,24,14,12,7,13,4,4,5,2,73.571426,71.724289,72.35714
17,72.68,78.581429,79.14286,78.562859,78.701431,73.571426,79.257141,79.374283,79.5,79.612854,71.724289,77.964287,77.821426,77.830002,78.258568,72.35714,78.64286,78.010002,79.454285,78.78714,67.324432,73.172943,72.584122,73.927948,73.307205,266380800,138719700,107338700,100809800,94996300,46,23,13,10,18,65,58,24,14,12,17,13,4,4,5,72.48143,71.23143,71.535713
18,71.992859,72.68,78.581429,79.14286,78.562859,72.48143,73.571426,79.257141,79.374283,79.5,71.23143,71.724289,77.964287,77.821426,77.830002,71.535713,72.35714,78.64286,78.010002,79.454285,66.560143,67.324432,73.172943,72.584122,73.927948,125702500,266380800,138719700,107338700,100809800,10,46,23,13,10,23,65,58,24,14,9,17,13,4,4,72.35714,70.957146,71.397141
19,71.791428,71.992859,72.68,78.581429,79.14286,72.35714,72.48143,73.571426,79.257141,79.374283,70.957146,71.23143,71.724289,77.964287,77.821426,71.397141,71.535713,72.35714,78.64286,78.010002,66.431213,66.560143,67.324432,73.172943,72.584122,169625400,125702500,266380800,138719700,107338700,5,10,46,23,13,12,23,65,58,24,4,9,17,13,4,71.647141,70.507141,71.514282
20,70.739998,71.791428,71.992859,72.68,78.581429,71.647141,72.35714,72.48143,73.571426,79.257141,70.507141,70.957146,71.23143,71.724289,77.964287,71.514282,71.397141,71.535713,72.35714,78.64286,66.540199,66.431213,66.560143,67.324432,73.172943,116199300,169625400,125702500,266380800,138719700,5,5,10,46,23,12,12,23,65,58,1,4,9,17,13,72.53286,71.328575,71.647141
21,71.80143,70.739998,71.791428,71.992859,72.68,72.53286,71.647141,72.35714,72.48143,73.571426,71.328575,70.507141,70.957146,71.23143,71.724289,71.647141,71.514282,71.397141,71.535713,72.35714,66.663811,66.540199,66.431213,66.560143,67.324432,100366000,116199300,169625400,125702500,266380800,5,5,5,10,46,12,12,12,23,65,2,1,4,9,17,72.779999,71.822861,72.684288
22,72.264282,71.80143,70.739998,71.791428,71.992859,72.779999,72.53286,71.647141,72.35714,72.48143,71.822861,71.328575,70.507141,70.957146,71.23143,72.684288,71.647141,71.514282,71.397141,71.535713,67.62883,66.663811,66.540199,66.431213,66.560143,94170300,100366000,116199300,169625400,125702500,6,5,5,5,10,11,12,12,12,23,4,2,1,4,9,73.611427,72.321426,73.227142
23,72.365715,72.264282,71.80143,70.739998,71.791428,73.611427,72.779999,72.53286,71.647141,72.35714,72.321426,71.822861,71.328575,70.507141,70.957146,73.227142,72.684288,71.647141,71.514282,71.397141,68.133934,67.62883,66.663811,66.540199,66.431213,82086200,94170300,100366000,116199300,169625400,6,6,5,5,5,8,11,12,12,12,4,4,2,1,4,73.35714,72.544289,73.215714
24,72.865715,72.365715,72.264282,71.80143,70.739998,73.35714,73.611427,72.779999,72.53286,71.647141,72.544289,72.321426,71.822861,71.328575,70.507141,73.215714,73.227142,72.684288,71.647141,71.514282,68.531052,68.133934,67.62883,66.663811,66.540199,64441300,82086200,94170300,100366000,116199300,3,6,6,5,5,8,8,11,12,12,3,4,4,2,1,74.704285,73.91143,74.239998
25,74.482857,72.865715,72.365715,72.264282,71.80143,74.704285,73.35714,73.611427,72.779999,72.53286,73.91143,72.544289,72.321426,71.822861,71.328575,74.239998,73.215714,73.227142,72.684288,71.647141,69.489799,68.531052,68.133934,67.62883,66.663811,92570100,64441300,82086200,94170300,100366000,23,3,6,6,5,24,8,8,11,12,8,3,4,4,2,75.998573,74.0,75.57
26,74.094284,74.482857,72.865715,72.365715,72.264282,75.998573,74.704285,73.35714,73.611427,72.779999,74.0,73.91143,72.544289,72.321426,71.822861,75.57,74.239998,73.215714,73.227142,72.684288,70.734695,69.489799,68.531052,68.133934,67.62883,86389800,92570100,64441300,82086200,94170300,11,23,3,6,6,14,24,8,8,11,4,8,3,4,4,76.821426,75.64286,76.565712
27,75.80143,74.094284,74.482857,72.865715,72.365715,76.821426,75.998573,74.704285,73.35714,73.611427,75.64286,74.0,73.91143,72.544289,72.321426,76.565712,75.57,74.239998,73.215714,73.227142,71.666718,70.734695,69.489799,68.531052,68.133934,70564200,86389800,92570100,64441300,82086200,13,11,23,3,6,6,14,24,8,8,2,4,8,3,4,77.080002,76.177139,76.559998
28,76.707146,75.80143,74.094284,74.482857,72.865715,77.080002,76.821426,75.998573,74.704285,73.35714,76.177139,75.64286,74.0,73.91143,72.544289,76.559998,76.565712,75.57,74.239998,73.215714,71.661362,71.666718,70.734695,69.489799,68.531052,77025200,70564200,86389800,92570100,64441300,8,13,11,23,3,7,6,14,24,8,2,2,4,8,3,77.835716,76.314285,77.775711
29,76.379997,76.707146,75.80143,74.094284,74.482857,77.835716,77.080002,76.821426,75.998573,74.704285,76.314285,76.177139,75.64286,74.0,73.91143,77.775711,76.559998,76.565712,75.57,74.239998,72.799271,71.661362,71.666718,70.734695,69.489799,76849500,77025200,70564200,86389800,92570100,13,8,13,11,23,12,7,6,14,24,5,2,2,4,8,77.997147,77.315712,77.71286
30,77.495712,76.379997,76.707146,75.80143,74.094284,77.997147,77.835716,77.080002,76.821426,75.998573,77.315712,76.314285,76.177139,75.64286,74.0,77.71286,77.775711,76.559998,76.565712,75.57,72.740463,72.799271,71.661362,71.666718,70.734695,68231100,76849500,77025200,70564200,86389800,7,13,8,13,11,9,12,7,6,14,1,5,2,2,4,78.741432,77.944283,77.998573
31,78.0,77.495712,76.379997,76.707146,75.80143,78.741432,77.997147,77.835716,77.080002,76.821426,77.944283,77.315712,76.314285,76.177139,75.64286,77.998573,77.71286,77.775711,76.559998,76.565712,73.007904,72.740463,72.799271,71.661362,71.666718,65062900,68231100,76849500,77025200,70564200,9,7,13,8,13,20,9,12,7,6,4,1,5,2,2,78.127144,76.335716,76.767143
32,77.821426,78.0,77.495712,76.379997,76.707146,78.127144,78.741432,77.997147,77.835716,77.080002,76.335716,77.944283,77.315712,76.314285,76.177139,76.767143,77.998573,77.71286,77.775711,76.559998,71.855263,73.007904,72.740463,72.799271,71.661362,78442000,65062900,68231100,76849500,77025200,7,9,7,13,8,10,20,9,12,7,1,4,1,5,2,76.714287,75.571426,75.878571
33,76.141426,77.821426,78.0,77.495712,76.379997,76.714287,78.127144,78.741432,77.997147,77.835716,75.571426,76.335716,77.944283,77.315712,76.314285,75.878571,76.767143,77.998573,77.71286,77.775711,71.023521,71.855263,73.007904,72.740463,72.799271,76464500,78442000,65062900,68231100,76849500,4,7,9,7,13,15,10,20,9,12,3,1,4,1,5,76.367142,74.942856,75.035713
34,76.112854,76.141426,77.821426,78.0,77.495712,76.367142,76.714287,78.127144,78.741432,77.997147,74.942856,75.571426,76.335716,77.944283,77.315712,75.035713,75.878571,76.767143,77.998573,77.71286,70.234596,71.023521,71.855263,73.007904,72.740463,69696200,76464500,78442000,65062900,68231100,7,4,7,9,7,15,15,10,20,9,6,3,1,4,1,75.702858,74.631432,75.364288
35,74.735718,76.112854,76.141426,77.821426,78.0,75.702858,76.367142,76.714287,78.127144,78.741432,74.631432,74.942856,75.571426,76.335716,77.944283,75.364288,75.035713,75.878571,76.767143,77.998573,70.542152,70.234596,71.023521,71.855263,73.007904,72227400,69696200,76464500,78442000,65062900,6,7,4,7,9,5,15,15,10,20,1,6,3,1,4,75.652855,74.428574,74.580002
36,75.625717,74.735718,76.112854,76.141426,77.821426,75.652855,75.702858,76.367142,76.714287,78.127144,74.428574,74.631432,74.942856,75.571426,76.335716,74.580002,75.364288,75.035713,75.878571,76.767143,69.808067,70.542152,70.234596,71.023521,71.855263,57988000,72227400,69696200,76464500,78442000,5,6,7,4,7,14,5,15,15,10,3,1,6,3,1,75.0,73.657143,73.907143
37,74.80143,75.625717,74.735718,76.112854,76.141426,75.0,75.652855,75.702858,76.367142,76.714287,73.657143,74.428574,74.631432,74.942856,75.571426,73.907143,74.580002,75.364288,75.035713,75.878571,69.178246,69.808067,70.542152,70.234596,71.023521,69054300,57988000,72227400,69696200,76464500,7,5,6,7,4,6,14,5,15,15,4,3,1,6,3,75.540001,73.721428,75.381432
38,73.877144,74.80143,75.625717,74.735718,76.112854,75.540001,75.0,75.652855,75.702858,76.367142,73.721428,73.657143,74.428574,74.631432,74.942856,75.381432,73.907143,74.580002,75.364288,75.035713,70.558205,69.178246,69.808067,70.542152,70.234596,75470500,69054300,57988000,72227400,69696200,14,7,5,6,7,17,6,14,5,15,8,4,3,1,6,76.10714,74.58857,75.177139
39,75.582855,73.877144,74.80143,75.625717,74.735718,76.10714,75.540001,75.0,75.652855,75.702858,74.58857,73.721428,73.657143,74.428574,74.631432,75.177139,75.381432,73.907143,74.580002,75.364288,70.366982,70.558205,69.178246,69.808067,70.542152,92992200,75470500,69054300,57988000,72227400,10,14,7,5,6,17,17,6,14,5,9,8,4,3,1,75.807144,74.687141,75.394287
40,74.774284,75.582855,73.877144,74.80143,75.625717,75.807144,76.10714,75.540001,75.0,75.652855,74.687141,74.58857,73.721428,73.657143,74.428574,75.394287,75.177139,75.381432,73.907143,74.580002,70.570236,70.366982,70.558205,69.178246,69.808067,59695300,92992200,75470500,69054300,57988000,2,10,14,7,5,9,17,17,6,14,3,9,8,4,3,76.091431,75.395714,75.891426
41,75.85714,74.774284,75.582855,73.877144,74.80143,76.091431,75.807144,76.10714,75.540001,75.0,75.395714,74.687141,74.58857,73.721428,73.657143,75.891426,75.394287,75.177139,75.381432,73.907143,71.035568,70.570236,70.366982,70.558205,69.178246,64785000,59695300,92992200,75470500,69054300,6,2,10,14,7,15,9,17,17,6,13,3,9,8,4,76.39286,75.589996,76.05143
42,75.845711,75.85714,74.774284,75.582855,73.877144,76.39286,76.091431,75.807144,76.10714,75.540001,75.589996,75.395714,74.687141,74.58857,73.721428,76.05143,75.891426,75.394287,75.177139,75.381432,71.185341,71.035568,70.570236,70.366982,70.558205,50015700,64785000,59695300,92992200,75470500,5,6,2,10,14,9,15,9,17,17,8,13,3,9,8,76.348572,75.442856,75.821426
43,76.112854,75.845711,75.85714,74.774284,75.582855,76.348572,76.39286,76.091431,75.807144,76.10714,75.442856,75.589996,75.395714,74.687141,74.58857,75.821426,76.05143,75.891426,75.394287,75.177139,70.970055,71.185341,71.035568,70.570236,70.366982,46372200,50015700,64785000,59695300,92992200,3,5,6,2,10,7,9,15,9,17,4,8,13,3,9,75.997147,75.150002,75.777145
44,75.870003,76.112854,75.845711,75.85714,74.774284,75.997147,76.348572,76.39286,76.091431,75.807144,75.150002,75.442856,75.589996,75.395714,74.687141,75.777145,75.821426,76.05143,75.891426,75.394287,70.928604,70.970055,71.185341,71.035568,70.570236,55182400,46372200,50015700,64785000,59695300,5,3,5,6,2,15,7,9,15,9,7,4,8,13,3,76.190002,75.477142,75.845711
45,75.480003,75.870003,76.112854,75.845711,75.85714,76.190002,75.997147,76.348572,76.39286,76.091431,75.477142,75.150002,75.442856,75.589996,75.395714,75.845711,75.777145,75.821426,76.05143,75.891426,70.992775,70.928604,70.970055,71.185341,71.035568,44646000,55182400,46372200,50015700,64785000,10,5,3,5,6,9,15,7,9,15,2,7,4,8,13,76.96286,76.084282,76.584282
46,76.492859,75.480003,75.870003,76.112854,75.845711,76.96286,76.190002,75.997147,76.348572,76.39286,76.084282,75.477142,75.150002,75.442856,75.589996,76.584282,75.845711,75.777145,75.821426,76.05143,71.684082,70.992775,70.928604,70.970055,71.185341,69806100,44646000,55182400,46372200,50015700,3,10,5,3,5,16,9,15,7,9,1,2,7,4,8,76.764282,76.0,76.658569
47,76.358574,76.492859,75.480003,75.870003,76.112854,76.764282,76.96286,76.190002,75.997147,76.348572,76.0,76.084282,75.477142,75.150002,75.442856,76.658569,76.584282,75.845711,75.777145,75.821426,71.753624,71.684082,70.992775,70.928604,70.970055,49831600,69806100,44646000,55182400,46372200,7,3,10,5,3,7,16,9,15,7,5,1,2,7,4,77.094284,75.594284,75.807144
48,76.777145,76.358574,76.492859,75.480003,75.870003,77.094284,76.764282,76.96286,76.190002,75.997147,75.594284,76.0,76.084282,75.477142,75.150002,75.807144,76.658569,76.584282,75.845711,75.777145,70.956673,71.753624,71.684082,70.992775,70.928604,64435700,49831600,69806100,44646000,55182400,3,7,3,10,5,7,7,16,9,15,3,5,1,2,7,75.841431,74.714287,74.955711
49,75.541428,76.777145,76.358574,76.492859,75.480003,75.841431,77.094284,76.764282,76.96286,76.190002,74.714287,75.594284,76.0,76.084282,75.477142,74.955711,75.807144,76.658569,76.584282,75.845711,70.159729,70.956673,71.753624,71.684082,70.992775,59299800,64435700,49831600,69806100,44646000,4,3,7,3,10,12,7,7,16,9,3,3,5,1,2,75.709999,75.121429,75.248573
50,75.385712,75.541428,76.777145,76.358574,76.492859,75.709999,75.841431,77.094284,76.764282,76.96286,75.121429,74.714287,75.594284,76.0,76.084282,75.248573,74.955711,75.807144,76.658569,76.584282,70.433861,70.159729,70.956673,71.753624,71.684082,49886200,59299800,64435700,49831600,69806100,2,4,3,7,3,12,12,7,7,16,1,3,3,5,1,75.995712,75.028572,75.914284
51,75.128571,75.385712,75.541428,76.777145,76.358574,75.995712,75.709999,75.841431,77.094284,76.764282,75.028572,75.121429,74.714287,75.594284,76.0,75.914284,75.248573,74.955711,75.807144,76.658569,71.056946,70.433861,70.159729,70.956673,71.753624,52411800,49886200,59299800,64435700,49831600,3,2,4,3,7,23,12,12,7,7,3,1,3,3,5,76.605713,75.571426,75.894287
52,76.03714,75.128571,75.385712,75.541428,76.777145,76.605713,75.995712,75.709999,75.841431,77.094284,75.571426,75.028572,75.121429,74.714287,75.594284,75.894287,75.914284,75.248573,74.955711,75.807144,71.038239,71.056946,70.433861,70.159729,70.956673,56189000,52411800,49886200,59299800,64435700,5,3,2,4,3,9,23,12,12,7,8,3,1,3,3,76.095711,75.335716,75.528572
53,75.69857,76.03714,75.128571,75.385712,75.541428,76.095711,76.605713,75.995712,75.709999,75.841431,75.335716,75.571426,75.028572,75.121429,74.714287,75.528572,75.894287,75.914284,75.248573,74.955711,70.695923,71.038239,71.056946,70.433861,70.159729,52099600,56189000,52411800,49886200,59299800,3,5,3,2,4,3,9,23,12,12,0,8,3,1,3,76.25,75.190002,76.124283
54,75.989998,75.69857,76.03714,75.128571,75.385712,76.25,76.095711,76.605713,75.995712,75.709999,75.190002,75.335716,75.571426,75.028572,75.121429,76.124283,75.528572,75.894287,75.914284,75.248573,71.253517,70.695923,71.038239,71.056946,70.433861,93511600,52099600,56189000,52411800,49886200,4,3,5,3,2,9,3,9,23,12,1,0,8,3,1,77.214287,76.437141,77.027145
55,76.917145,75.989998,75.69857,76.03714,75.128571,77.214287,76.25,76.095711,76.605713,75.995712,76.437141,75.190002,75.335716,75.571426,75.028572,77.027145,76.124283,75.528572,75.894287,75.914284,72.098618,71.253517,70.695923,71.038239,71.056946,88925200,93511600,52099600,56189000,52411800,8,4,3,5,3,13,9,3,9,23,9,1,0,8,3,77.964287,77.084282,77.855713
56,77.35714,76.917145,75.989998,75.69857,76.03714,77.964287,77.214287,76.25,76.095711,76.605713,77.084282,76.437141,75.190002,75.335716,75.571426,77.855713,77.027145,76.124283,75.528572,75.894287,72.874161,72.098618,71.253517,70.695923,71.038239,70573300,88925200,93511600,52099600,56189000,4,8,4,3,5,15,13,9,3,9,6,9,1,0,8,78.428574,76.980003,77.111427
57,78.074287,77.35714,76.917145,75.989998,75.69857,78.428574,77.964287,77.214287,76.25,76.095711,76.980003,77.084282,76.437141,75.190002,75.335716,77.111427,77.855713,77.027145,76.124283,75.528572,72.177513,72.874161,72.098618,71.253517,70.695923,74942000,70573300,88925200,93511600,52099600,9,4,8,4,3,13,15,13,9,3,0,6,9,1,0,77.35714,76.445717,76.779999
58,77.145714,78.074287,77.35714,76.917145,75.989998,77.35714,78.428574,77.964287,77.214287,76.25,76.445717,76.980003,77.084282,76.437141,75.190002,76.779999,77.111427,77.855713,77.027145,76.124283,71.867294,72.177513,72.874161,72.098618,71.253517,55507900,74942000,70573300,88925200,93511600,6,9,4,8,4,10,13,15,13,9,7,0,6,9,1,76.991432,76.321426,76.694283
59,76.902855,77.145714,78.074287,77.35714,76.917145,76.991432,77.35714,78.428574,77.964287,77.214287,76.321426,76.445717,76.980003,77.084282,76.437141,76.694283,76.779999,77.111427,77.855713,77.027145,71.787056,71.867294,72.177513,72.874161,72.098618,50141000,55507900,74942000,70573300,88925200,3,6,9,4,8,9,10,13,15,13,4,7,0,6,9,77.258568,76.561432,76.677139
60,77.03286,76.902855,77.145714,78.074287,77.35714,77.258568,76.991432,77.35714,78.428574,77.964287,76.561432,76.321426,76.445717,76.980003,77.084282,76.677139,76.694283,76.779999,77.111427,77.855713,71.770996,71.787056,71.867294,72.177513,72.874161,42167300,50141000,55507900,74942000,70573300,5,3,6,9,4,10,9,10,13,15,6,4,7,0,6,77.410004,76.681427,77.378571
61,76.822861,77.03286,76.902855,77.145714,78.074287,77.410004,77.258568,76.991432,77.35714,78.428574,76.681427,76.561432,76.321426,76.445717,76.980003,77.378571,76.677139,76.694283,76.779999,77.111427,72.427544,71.770996,71.787056,71.867294,72.177513,50190000,42167300,50141000,55507900,74942000,7,5,3,6,9,13,10,9,10,13,5,6,4,7,0,77.639999,77.18,77.507141
62,77.482857,76.822861,77.03286,76.902855,77.145714,77.639999,77.410004,77.258568,76.991432,77.35714,77.18,76.681427,76.561432,76.321426,76.445717,77.507141,77.378571,76.677139,76.694283,76.779999,72.547905,72.427544,71.770996,71.787056,71.867294,45105200,50190000,42167300,50141000,55507900,11,7,5,3,6,17,13,10,9,10,7,5,6,4,7,77.5,76.805717,76.970001
63,77.341431,77.482857,76.822861,77.03286,76.902855,77.5,77.639999,77.410004,77.258568,76.991432,76.805717,77.18,76.681427,76.561432,76.321426,76.970001,77.507141,77.378571,76.677139,76.694283,72.045128,72.547905,72.427544,71.770996,71.787056,40586000,45105200,50190000,42167300,50141000,3,11,7,5,3,14,17,13,10,9,8,7,5,6,4,77.14286,75.797142,75.974289
64,77.115715,77.341431,77.482857,76.822861,77.03286,77.14286,77.5,77.639999,77.410004,77.258568,75.797142,76.805717,77.18,76.681427,76.561432,75.974289,76.970001,77.507141,77.378571,76.677139,71.113136,72.045128,72.547905,72.427544,71.770996,68812800,40586000,45105200,50190000,42167300,3,3,11,7,5,10,14,17,13,10,4,8,7,5,6,75.842857,74.555717,74.781425
65,75.431427,77.115715,77.341431,77.482857,76.822861,75.842857,77.14286,77.5,77.639999,77.410004,74.555717,75.797142,76.805717,77.18,76.681427,74.781425,75.974289,76.970001,77.507141,77.378571,69.996613,71.113136,72.045128,72.547905,72.427544,72462600,68812800,40586000,45105200,50190000,4,3,3,11,7,9,10,14,17,13,4,4,8,7,5,75.160004,74.099998,74.777145
66,75.027145,75.431427,77.115715,77.341431,77.482857,75.160004,75.842857,77.14286,77.5,77.639999,74.099998,74.555717,75.797142,76.805717,77.18,74.777145,74.781425,75.974289,76.970001,77.507141,69.992584,69.996613,71.113136,72.045128,72.547905,60972100,72462600,68812800,40586000,45105200,8,4,3,3,11,21,9,10,14,17,2,4,4,8,7,75.784286,74.574287,75.760002
67,74.662857,75.027145,75.431427,77.115715,77.341431,75.784286,75.160004,75.842857,77.14286,77.5,74.574287,74.099998,74.555717,75.797142,76.805717,75.760002,74.777145,74.781425,75.974289,76.970001,70.91256,69.992584,69.996613,71.113136,72.045128,51542400,60972100,72462600,68812800,40586000,2,8,4,3,3,29,21,9,10,14,5,2,4,4,8,76.034286,74.738571,74.78286
68,75.811432,74.662857,75.027145,75.431427,77.115715,76.034286,75.784286,75.160004,75.842857,77.14286,74.738571,74.574287,74.099998,74.555717,75.797142,74.78286,75.760002,74.777145,74.781425,75.974289,69.99794,70.91256,69.992584,69.996613,71.113136,59913000,51542400,60972100,72462600,68812800,7,2,8,4,3,26,29,21,9,10,9,5,2,4,4,74.690002,73.877144,74.230003
69,74.14286,75.811432,74.662857,75.027145,75.431427,74.690002,76.034286,75.784286,75.160004,75.842857,73.877144,74.738571,74.574287,74.099998,74.555717,74.230003,74.78286,75.760002,74.777145,74.781425,69.480453,69.99794,70.91256,69.992584,69.996613,67929400,59913000,51542400,60972100,72462600,5,7,2,8,4,26,26,29,21,9,8,9,5,2,4,74.594284,73.887146,74.525711
70,74.557144,74.14286,75.811432,74.662857,75.027145,74.594284,74.690002,76.034286,75.784286,75.160004,73.887146,73.877144,74.738571,74.574287,74.099998,74.525711,74.230003,74.78286,75.760002,74.777145,69.75724,69.480453,69.99794,70.91256,69.992584,51418500,67929400,59913000,51542400,60972100,4,5,7,2,8,7,26,26,29,21,5,8,9,5,2,74.519997,73.047142,73.994286
71,74.324287,74.557144,74.14286,75.811432,74.662857,74.519997,74.594284,74.690002,76.034286,75.784286,73.047142,73.887146,73.877144,74.738571,74.574287,73.994286,74.525711,74.230003,74.78286,75.760002,69.259811,69.75724,69.480453,69.99794,70.91256,66622500,51418500,67929400,59913000,51542400,8,4,5,7,2,10,7,26,26,29,3,5,8,9,5,74.441429,73.44857,74.144287
